id,departure,destination,startStation,endStation,journey,distance
1114.1815.A,Cao Bằng,Quảng Ninh,Liên tỉnh TP Cao Bằng,Cửa Ông,BX Cửa Ông - QL18 - Uông Bí - Sao Đỏ - Bắc Ninh - QL1 - cầu vượt Phủ Lỗ - QL3 - BX Liên tỉnh TP Cao Bằng,420
1114.1827.A,Cao Bằng,Quảng Ninh,Liên tỉnh TP Cao Bằng,Cẩm Hải,BX Cẩm Hải - QL18 - Tiên Yên - QL4B - QL4A - BX Liên tỉnh TP Cao Bằng,300
1114.1828.A,Cao Bằng,Quảng Ninh,Liên tỉnh TP Cao Bằng,Đông Triều,BX Đông Triều - QL18 - Sao Đỏ - QL37 - ĐT293 - Đường Giáp Văn Cương - QL37 - Bắc Giang - QL1A - QL4A - QL34B - Đường 310 (QL34B) - Ngã tư Sông Bằng - Rẽ đi Đường Pác Bó - Ngã tư Ngọc Xuân - QL3 (hướng đi Trung tâm hội nghị tỉnh) - BX Liên tỉnh TP Cao Bằng,280
1116.1617.A,Cao Bằng,Hải Phòng,Trùng Khánh,Đồ Sơn,BX Đồ Sơn - Cầu Rào 2 - Đường Võ Nguyên Giáp - Đường Nguyễn Văn Linh - Cầu An Đồng - QL5 - QL1 - Cao tốc Bắc Giang Lạng Sơn - QL21 - QL4A - QL34B - Đường 3.10 (QL34B) - Ngã tư Sông Bằng - Rẽ đi đường Pác Bó - Ngã tư Ngọc Xuân - QL3 (hướng đi huyện Quảng Hòa) - Thị trấn Quảng Uyên - TL206 - BX Trùng Khánh,380
1116.1815.A,Cao Bằng,Hải Phòng,Liên tỉnh TP Cao Bằng,Vĩnh Bảo,BX Vĩnh Bảo - QL10 - QL4 - BX Liên tỉnh TP Cao Bằng,380
1116.1816.A,Cao Bằng,Hải Phòng,Liên tỉnh TP Cao Bằng,Phía Bắc Hải Phòng,BX Phía Bắc Hải Phòng - QL5 - QL4A - BX Liên tỉnh TP Cao Bằng,300
1116.1823.A,Cao Bằng,Hải Phòng,Liên tỉnh TP Cao Bằng,Thượng Lý,BX Thượng Lý - QL5 - QL10 - QL18 - Tiên Yên - QL4B - QL4A - QL34B hướng đi Lạng Sơn - Đường 310 (QL34B) - Ngã tư Sông Bằng - Đường Pác Bó - Ngã tư Ngọc Xuân - QL3 - BX Liên tỉnh TP Cao Bằng,380
1116.1823.B,Cao Bằng,Hải Phòng,Liên tỉnh TP Cao Bằng,Thượng Lý,BX Thượng Lý - QL5 - QL1A - Cao tốc Thái Nguyên Hà Nội - QL3 - BX Liên tỉnh TP Cao Bằng,380
1116.1825.A,Cao Bằng,Hải Phòng,Liên tỉnh TP Cao Bằng,Vĩnh Niệm,BX Vĩnh Niệm - Nguyễn Văn Linh - cầu An Đồng - QL5 - QL10 - QL18 - QL1A - QL4 - đi theo hướng QL34B hướng đi Lạng Sơn - Ngã tư Sông Bằng - Đường Pác Bó - Ngã tư Ngọc Xuân - QL3 - BX Liên tỉnh TP Cao Bằng,380
1116.1825.B,Cao Bằng,Hải Phòng,Liên tỉnh TP Cao Bằng,Vĩnh Niệm,BX Vĩnh Niệm - QL5 - QL1A - QL3 - BX Liên tỉnh TP Cao Bằng,380
1116.1825.C,Cao Bằng,Hải Phòng,Liên tỉnh TP Cao Bằng,Vĩnh Niệm,BX Vĩnh Niệm - Võ Nguyên Giáp - Nguyễn Văn Linh - QL5 - QL1A - Cao tốc (Hà Nội - Thái Nguyên) - QL3 - Bắc Kạn - BX Liên tỉnh TP Cao Bằng,400
1116.1825.D,Cao Bằng,Hải Phòng,Liên tỉnh TP Cao Bằng,Vĩnh Niệm,BX Vĩnh Niệm - Đường Bùi Viện - Đường Nguyễn Trường Tộ - QL10 - QL18 - QL1A - QL4 - đi theo hướng QL34B hướng đi Lạng Sơn - Ngã tư Sông Bằng - Đường Pác Bó - Ngã tư Ngọc Xuân - QL3 - BX Liên tỉnh TP Cao Bằng,380
1116.1825.E,Cao Bằng,Hải Phòng,Liên tỉnh TP Cao Bằng,Vĩnh Niệm,BX Vĩnh Niệm - Đường Bùi Viện - Đường Nguyễn Trường Tộ - QL10 - Quán Toan - QL5 - QL1A - QL3 - BX Liên tỉnh TP Cao Bằng,380
1116.1825.F,Cao Bằng,Hải Phòng,Liên tỉnh TP Cao Bằng,Vĩnh Niệm,BX Vĩnh Niệm - Đường Bùi Viện - Đường Nguyễn Trường Tộ - QL10 - Quán Toan - QL5 - QL1A - Cao tốc (Hà Nội - Thái Nguyên) - QL3 - Bắc Kạn - BX Liên tỉnh TP Cao Bằng,400
1117.1811.A,Cao Bằng,Thái Bình,Liên tỉnh TP Cao Bằng,Trung tâm TP Thái Bình,BX Liên tỉnh TP Cao Bằng - QL3 - Cao tốc Hà Nội - Thái Nguyên - QL39 - QL10 - BX Trung tâm TP Thái Bình,376
1117.1822.A,Cao Bằng,Thái Bình,Liên tỉnh TP Cao Bằng,Huyện Tiền Hải,BX Huyện Tiền Hải - QL37B - ĐT458 - QL10 - QL39 - Phố Nối - QL5 - QL3 - Phố Yên - BX Cao Bằng,440
1118.1616.A,Cao Bằng,Nam Định,Trùng Khánh,Quất Lâm,"BX Quất Lâm - QL37B - TL488 (đoạn Chợ Bể) - dốc Hoành Nha - TL489 - QL21 - Đường Lê Đức Thọ - QL10 - Đại lộ Thiên Trường - QL21 - QL1 - Cao tốc Pháp Vân, Cầu Giẽ, Ninh Bình - QL38 - Chợ Gạo - QL39A - QL5 - Cầu vượt đường 5 - QL1A - Lạng Sơn - QL4A - QL34B - Đường 3.10 (QL34B) - Ngã tư Sông Bằng - Đường Pắc Pó - Ngã tư Ngọc Xuân - QL3 (hướng đi huyện Quảng Hòa) - thị trấn Than Uyên - TL206 - BX Trùng Khánh",490
1118.1618.A,Cao Bằng,Nam Định,Trùng Khánh,Nghĩa Hưng,BX Nghĩa Hưng - TL490C - Ngã ba Tam Thôn - TL488B - QL21 - Đường Lê Đức Thọ - QL10 - Đại lộ Thiên Trường - QL21 - QL1A - Cao tốc Pháp Vân Cầu Giẽ - Đường vành đai 3 trên cao - Cầu Thanh Trì - QL3 - TL206 - BX Trùng Khánh,460
1118.1814.A,Cao Bằng,Nam Định,Liên tỉnh TP Cao Bằng,Giao Thủy,BX Liên tỉnh TP Cao Bằng - QL3 - Bắc Thăng Long - Đường 5 kéo dài - Cầu Đông Trù - Đường 5 kéo dài - Đường Nguyễn Văn Linh - Đường dẫn cầu Thanh Trì - Cầu Thanh Trì - Đường Vành đai 3 - Cao tốc Pháp Vân Cầu Giẽ - QL1 - QL21 - Đường Lê Đức Thọ - QL21 - TL489 - BX Giao Thủy,420
1118.1814.B,Cao Bằng,Nam Định,Liên tỉnh TP Cao Bằng,Giao Thủy,BX Giao Thủy - TL489 - QL21 - Đường Lê Đức Thọ - QL10 - Đại lộ Thiên Trường - QL21B - QL21 - QL1A - Pháp Vân - Vành đai 3 trên cao - Cầu Thanh Trì - QL1 - Lạng Sơn - Thất Khê - Đông Khê - QL4 - BX Liên tỉnh TP Cao Bằng,430
1118.1816.A,Cao Bằng,Nam Định,Liên tỉnh TP Cao Bằng,Quất Lâm,BX Liên tỉnh TP Cao Bằng - QL3 - QL1 - Cầu Thanh Trì - Vành đai 3 trên cao - Pháp Vân - QL1 - QL21 - Đường Lê Đức Thọ - QL21 - TL489 - BX Quất Lâm,420
1118.1816.B,Cao Bằng,Nam Định,Liên tỉnh TP Cao Bằng,Quất Lâm,BX Quất Lâm - QL37B - TL489B - Cầu Thức Hóa - Ngã tư Hải Hậu - QL21 - Đường Lê Đức Thọ - QL10 - Nam Định - QL21B - QL21 - QL1A -Pháp Vân-Vành đai 3 trên cao- Cầu Thanh Trì - Lạng Sơn - Thất Khê - Đông Khê - QL4 - BX Liên tỉnh TP Cao Bằng,420
1118.1817.A,Cao Bằng,Nam Định,Liên tỉnh TP Cao Bằng,Quỹ Nhất,BX Liên tỉnh TP Cao Bằng - QL3 - QL2 - Đường Võ Văn Kiệt - Đường Hoàng Sa - Đường Trường Sa - Cầu Đông Trù - Đường Nguyễn Văn Linh - Đường dẫn Cầu Thanh Trì - Cầu Thanh Trì - Đường Vành đai 3 trên cao - Cao tốc (Pháp Vân - Cầu Giẽ) - Cao tốc (Hà Nội - Ninh Bình) QL1A - Đường Lê Đức Thọ - TL490C - QL21B - BX Quỹ Nhất,420
1118.1818.A,Cao Bằng,Nam Định,Liên tỉnh TP Cao Bằng,Nghĩa Hưng,BX Liên tỉnh TP Cao Bằng - QL3 - Bắc Thăng Long - Đường 5 kéo dài - Cầu Đông Trù - Đường 5 kéo dài - Đường Nguyễn Văn Linh - Đường dẫn cầu Thanh Trì - Cầu Thanh Trì - Đường Vành đai 3 - Cao tốc Pháp Vân Cầu Giẽ - QL1 - QL21 - Đường Lê Đức Thọ - TL490C - BX Nghĩa Hưng,410
1118.1822.A,Cao Bằng,Nam Định,Liên tỉnh TP Cao Bằng,Trực Ninh,BX Trực Ninh - QL21 - Đường Lê Đức Thọ - QL10 - QL21B - Cao tốc Ninh Bình Cầu Giẽ Pháp Vân - Đường vành đai 3 - Cầu Thanh Trì - Nguyễn Văn Linh - Đường 5 kéo dài - Cầu Đông Trù - QL5 - QL3 - BX Liên tỉnh TP Cao Bằng,400
1118.1823.A,Cao Bằng,Nam Định,Liên tỉnh TP Cao Bằng,Xuân Trường,BX Liên tỉnh TP Cao Bằng - QL3 - Bắc Thăng Long - Đường 5 kéo dài - Cầu Đông Trù - Đường 5 kéo dài - Đường Nguyễn Văn Linh - Đường dẫn cầu Thanh Trì -,370
1118.1826.A,Cao Bằng,Nam Định,Liên tỉnh TP Cao Bằng,Phía Nam TP Nam Định,BX Phía Nam TP Nam Định - Đường Lê Đức Thọ - QL10 - QL21B - Cầu Giẽ - Pháp Vân - Cầu Thanh Trì - QL1A - QL4 - BX Liên tỉnh TP Cao Bằng,400
1119.1811.A,Cao Bằng,Phú Thọ,Liên tỉnh TP Cao Bằng,Việt Trì,BX Việt Trì - QL2 - Ngã ba Kim Anh Vĩnh Yên - QL3 - BX Liên tỉnh TP Cao Bằng,314
1119.1812.A,Cao Bằng,Phú Thọ,Liên tỉnh TP Cao Bằng,Phú Thọ,BX Liên tỉnh TP Cao Bằng - QL3 - Bắc Kạn - Thái Nguyên - Ngã ba Kim Anh - QL2 - Vĩnh Yên - Việt Trì - BX Phú Thọ,340
1119.1822.A,Cao Bằng,Phú Thọ,Liên tỉnh TP Cao Bằng,Mỹ Lung,BX Mỹ Lung - ĐT313 - QL32C - QL2 - QL3 - BX Liên tỉnh TP Cao Bằng,300
1119.1822.B,Cao Bằng,Phú Thọ,Liên tỉnh TP Cao Bằng,Mỹ Lung,BX Mỹ Lung - ĐT313 - QL32C - IC10 - Cao tốc NBLC - QL3 - BX Liên tỉnh TP Cao Bằng,280
1120.1614.A,Cao Bằng,Thái Nguyên,Trùng Khánh,Phổ Yên,BX Phổ Yên - QL3 - TP Cao Bằng - BX Trùng Khánh,240
1120.1616.A,Cao Bằng,Thái Nguyên,Trùng Khánh,Trung tâm TP Thái Nguyên,BX Trùng Khánh - TL206 - QL3 - BX Trung Tâm TP Thái Nguyên,265
1120.1616.B,Cao Bằng,Thái Nguyên,Trùng Khánh,Trung tâm TP Thái Nguyên,BX Trung Tâm TP Thái Nguyên - QL3 - TP Bắc Kạn - TP Cao Bằng - BX Trùng Khánh,205
1120.1814.A,Cao Bằng,Thái Nguyên,Liên tỉnh TP Cao Bằng,Phổ Yên,BX Liên tỉnh TP Cao Bằng - QL3 - BX Phổ Yên,235
1120.1814.B,Cao Bằng,Thái Nguyên,Liên tỉnh TP Cao Bằng,Phổ Yên,BX Phổ Yên - QL3 - Tuyến tránh TP Thái Nguyên - QL3 - TP Bắc Kạn - BX Liên tỉnh TP Cao Bằng,235
1120.1815.A,Cao Bằng,Thái Nguyên,Liên tỉnh TP Cao Bằng,Phú Bình,BX Liên tỉnh TP Cao Bằng - QL3 - QL37 - BX Phú Bình,225
1120.1816.A,Cao Bằng,Thái Nguyên,Liên tỉnh TP Cao Bằng,Trung tâm TP Thái Nguyên,BX Liên tỉnh TP Cao Bằng - QL3 - BX Trung Tâm TP Thái Nguyên,210
1120.1816.B,Cao Bằng,Thái Nguyên,Liên tỉnh TP Cao Bằng,Trung tâm TP Thái Nguyên,BX Trung tâm TP Thái Nguyên - QL1B - Bấc Sơn - Bình Gia - Văn Mịch - QL4 - Thất Khê - Đông Khê - BX Liên tỉnh TP Cao Bằng,215
1120.1817.A,Cao Bằng,Thái Nguyên,Liên tỉnh TP Cao Bằng,Định Hóa,BX Liên tỉnh TP Cao Bằng - QL3 - QL3C - BX Định Hóa,170
1120.2114.A,Cao Bằng,Thái Nguyên,Bảo Lâm,Phổ Yên,BX Phổ Yên - QL3 - Ngã ba Viện Lao - QL3 tuyến tránh TP Thái Nguyên - QL3 - Bắc Cạn - Thị trấn Nà Phặc - huyện Ngân Sơn - TL266 - Ngã ba Mỏ Thiếc - Tĩnh Túc - QL34 - BX Bảo Lâm,290
1120.2116.A,Cao Bằng,Thái Nguyên,Bảo Lâm,Trung tâm TP Thái Nguyên,BX Bảo Lâm - QL34 - Ngã ba Mỏ Thiếc - Tĩnh Túc - TL226 - TT Nà Phặc - huyện Ngân Sơn - QL3 - BX Trung Tâm TP Thái Nguyên,245
1121.1811.A,Cao Bằng,Yên Bái,Liên tỉnh TP Cao Bằng,Yên Bái,BX Liên tỉnh TP Cao Bằng - QL3 - QL37 - Đại Từ - Sơn Dương - BX TP Tuyên Quang,366
1122.1811.A,Cao Bằng,Tuyên Quang,Liên tỉnh TP Cao Bằng,TP Tuyên Quang,BX Liên tỉnh TP Cao Bằng - QL3 - TP Bắc Kạn - QL3B - Ngã ba Đài Thị - Kéo Mác - QL2C - Thị trấn Vĩnh Lộc - QL3B - QL2 - BX Tuyên Quang,296
1122.1811.B,Cao Bằng,Tuyên Quang,Liên tỉnh TP Cao Bằng,TP Tuyên Quang,BX Liên tỉnh TP Cao Bằng - QL3 - Thị trấn Vĩnh Lộc - BX TP Tuyên Quang,296
1123.1811.A,Cao Bằng,Hà Giang,Liên tỉnh TP Cao Bằng,Phía Nam Hà Giang,BX Liên tỉnh TP Cao Bằng - QL3 - QL1 - QL37 - QL2 - BX Phía Nam Hà Giang,404
1123.1816.A,Cao Bằng,Hà Giang,Liên tỉnh TP Cao Bằng,Đồng Văn,BX Liên tỉnh TP Cao Bằng - QL3 - QL34 - QL4C - BX Đồng Văn,220
1123.2111.A,Cao Bằng,Hà Giang,Bảo Lâm,Phía Nam Hà Giang,BX Phía Nam Hà Giang - QL2 - QL4C - Rẽ đường 3/2 - QL34 - Minh Ngọc - TT Yên Phú - Huyện Bắc Mê - BX Bảo Lâm,80
1124.1812.A,Cao Bằng,Lào Cai,Liên tỉnh TP Cao Bằng,Trung tâm Lào Cai,BX Liên tỉnh TP Cao Bằng - QL3 - QL70 - BX Trung tâm Lào Cai,570
1126.1811.A,Cao Bằng,Sơn La,Liên tỉnh TP Cao Bằng,TP Sơn La,BX Sơn La - QL6 - Mộc Châu - TP Hòa Bình - Cao Tốc Hòa Lạc - Hòa Bình - Đại Lộ Thăng Long - Đường vành đai 3 trên cao - Cầu Thanh Trì - Đường Nguyễn Văn Linh - Cầu Vượt Đường 5 - Cầu Đong Trù - Cầu Đông Trù - Đường Trường Sa - Đường Hoàng Sa - Đường Võ Văn Kiệt - QL2 - QL3 - Thái Nguyên - QL3 - BX Liên tỉnh TP Cao Bằng,600
1126.1814.A,Cao Bằng,Sơn La,Liên tỉnh TP Cao Bằng,Hồng Tiên,BX Hồng Tiên - QL279D - QL279 - QL32 - QL279 - QL3 - BX Liên tỉnh TP Cao Bằng,516
1126.1862.A,Cao Bằng,Sơn La,Liên tỉnh TP Cao Bằng,Cò Nòi,BX Cò Nòi - QL6 - QL37 - Thị Trấn Phù Yên - QL37 - Yên Bái - Tuyên Quang - QL3 - Bắc Kạn - QL3 - BX Liên tỉnh TP Cao Bằng,498
1127.1811.A,Cao Bằng,Điện Biên,Liên tỉnh TP Cao Bằng,Điện Biên Phủ,BX Điện Biên Phủ - QL279 - Tuần Giáo - QL6 - Đ Hòa Lạc - Hòa Bình - QL21 - Cầu Vĩnh Thịnh - QL2C - Hợp Thịnh - QL2A - Phù Lỗ - QL3 - BX Liên tỉnh TP Cao Bằng,750
1128.1801.A,Cao Bằng,Hòa Bình,Liên tỉnh TP Cao Bằng,Trung tâm Hòa Bình,BX Liên tỉnh TP Cao Bằng - QL3 - QL37 - QL1 - QL6 - BX Trung tâm Hòa Bình,366
1129.1612.A,Cao Bằng,Hà Nội,Trùng Khánh,Gia Lâm,"BX Trùng Khánh - TL206 - Thị trấn Quảng Uyên - QL3 - QL3 mới - Cao tốc Hà Nội, Thái Nguyên - Ngã 3 viện Lao - QL3 - thị xã Sông Công - Thị trấn Sóc Sơn - QL3 - Nút giao Xuân Canh, Đông Anh - QL5 kéo dài - Cầu Đông Trù - Đường Trường Sa - đường Lý Sơn - nút giao Long Biên - đường Nguyễn Văn Cừ - phố Ngọc Lâm - BX Gia Lâm",340
1129.1811.A,Cao Bằng,Hà Nội,Liên tỉnh TP Cao Bằng,Giáp Bát,BX Liên tỉnh TP Cao Bằng - QL3 - BX Giáp Bát,280
1129.1812.A,Cao Bằng,Hà Nội,Liên tỉnh TP Cao Bằng,Gia Lâm,BX Liên tỉnh TP Cao Bằng - QL3 - QL5 kéo dài - Cầu Đông Trù - BX Gia Lâm,300
1129.1813.A,Cao Bằng,Hà Nội,Liên tỉnh TP Cao Bằng,Mỹ Đình,BX Liên tỉnh TP Cao Bằng - QL3 - QL2 - Đường Võ Văn Kiệt - Cầu Thăng Long - Vành đai 3 trên cao (Đoạn Cầu Thăng Long - Cầu vượt Mai Dịch) - Đường Phạm Hùng - BX Mỹ Đình,283
1129.1816.A,Cao Bằng,Hà Nội,Liên tỉnh TP Cao Bằng,Yên Nghĩa,BX Liên tỉnh TP Cao Bằng - QL3 - QL2 - Đường Võ Văn Kiệt - Cầu Thăng Long - Vành đai 3 trên cao (Đoạn Cầu Thăng Long - Nút giao BigC) - Nút giao BigC - Đại lộ Thăng Long - Đường Lê Trọng Tân - QL6 - BX Yên Nghĩa,285
1129.2113.A,Cao Bằng,Hà Nội,Bảo Lâm,Mỹ Đình,BX Bảo Lâm - QL34B - ĐT212 - ĐT528 - QL3 - Cao tốc (Thái Nguyên - Hà Nội) - Đường Võ Văn Kiệt - Cầu Thăng Long - Vành đai 3 trên cao (Đoạn Cầu Thăng Long - Cầu vượt Mai Dịch) - Đường Phạm Hùng - BX Mỹ Đình,456
1129.2113.B,Cao Bằng,Hà Nội,Bảo Lâm,Mỹ Đình,BX Mỹ Đình - Đường Phạm Hùng - Cầu vượt Mai Dịch - Vành đai 3 trên cao (Đoạn Cầu Mai Dịch - Cầu Thăng Long) - Cầu Thăng Long - Đường Võ Văn Kiệt - QL18 - QL1A - QL4A - QL3 - QL34 - BX Bảo Lâm,449
1134.1613.A,Cao Bằng,Hải Dương,Trùng Khánh,Ninh Giang,BX Ninh Giang - ĐT396 - ĐT396B - ĐT392 - QL38B - Thị trấn Gia Lộc - Đường Lê Thanh Nghị - Đường Thanh Niên - Đường Trần Hưng Đạo - QL5 - Phú Thụy - QL17 - QL38 - QL1 - QL18 - QL3 - BX Trùng Khánh,420
1134.1811.A,Cao Bằng,Hải Dương,Liên tỉnh TP Cao Bằng,Hải Dương,BX Liên tỉnh TP Cao Bằng - QL4 - QL5 - TL391 - BX Hải Dương,360
1134.1811.B,Cao Bằng,Hải Dương,Liên tỉnh TP Cao Bằng,Hải Dương,BX Liên tỉnh TP Cao Bằng - QL3 - QL5 - TL391 - BX Hải Dương,380
1134.1812.A,Cao Bằng,Hải Dương,Liên tỉnh TP Cao Bằng,Hải Tân,BX Liên tỉnh TP Cao Bằng - QL3 - QL5 - BX Hải Tân,350
1134.1813.A,Cao Bằng,Hải Dương,Liên tỉnh TP Cao Bằng,Ninh Giang,BX Ninh Giang - QL37 - QL5 - Cầu Thanh Trì - QL1A - QL18 - QL3 - BX Liên tỉnh TP Cao Bằng,350
1134.1813.B,Cao Bằng,Hải Dương,Liên tỉnh TP Cao Bằng,Ninh Giang,BX Ninh Giang - ĐT396 - ĐT396B - ĐT392 - QL38B - Thị trấn Gia Lộc - Đường Lê Thanh Nghị - Đường Thanh Niên - Đường Trần Hưng Đạo - QL5 - QL1 - QL4 - Đi theo hướng QL34B hướng đi lạng Sơn - Đường 310 (QL34B) - Ngã tư Sông Bằng - rẽ đi Đường Pác Bó - Ngã tư Ngọc Xuân - QL3 (hướng đi trung tâm hội nghị tỉnh) - BX Liên tỉnh TP Cao Bằng,350
1134.1814.A,Cao Bằng,Hải Dương,Liên tỉnh TP Cao Bằng,Phía Đông TP Chí Linh,BX Phía Đông TX Chí Linh - QL5 - QL1A - QL4A - QL34B - BX Liên tỉnh TP Cao Bằng,380
1134.1816.A,Cao Bằng,Hải Dương,Liên tỉnh TP Cao Bằng,Nam Sách,BX Nam Sách - QL5 - QL3 - BX Liên tỉnh TP Cao Bằng,350
1134.1816.B,Cao Bằng,Hải Dương,Liên tỉnh TP Cao Bằng,Nam Sách,BX Nam Sách - QL37 - QL18 - QL3 - BX Liên tỉnh TP Cao Bằng,350
1134.1817.A,Cao Bằng,Hải Dương,Liên tỉnh TP Cao Bằng,Quý Cao,BX Liên tỉnh TP Cao Bằng - QL3 - QL5 - TL391 - BX Quý Cao,380
1134.1819.A,Cao Bằng,Hải Dương,Liên tỉnh TP Cao Bằng,Thanh Hà,BX Thanh Hà - QL5 - QL3 - BX Liên tỉnh TP Cao Bằng,350
1134.1819.B,Cao Bằng,Hải Dương,Liên tỉnh TP Cao Bằng,Thanh Hà,BX Thanh Hà - QL37 - QL18 - QL3 - BX Liên tỉnh TP Cao Bằng,350
1135.1812.A,Cao Bằng,Ninh Bình,Liên tỉnh TP Cao Bằng,Kim Sơn,BX Kim Sơn - QL10 - QL1 - Pháp Vân - Vành đai 3 trên cao (Đoạn Pháp Vân - Cầu Thanh Trì) - Cầu Thanh Trì - ĐT131 - QL3 - BX Liên tỉnh TP Cao Bằng,420
1135.1813.A,Cao Bằng,Ninh Bình,Liên tỉnh TP Cao Bằng,Nho Quan,BX Nho Quan - ĐT477 - QL1 - Vành đai 3 trên cao (Đoạn Pháp Vân - Cầu Thanh Trì) - Cầu Thanh Trì - Đường dẫn cầu Thanh Trì - QL1 - QL4A - BX Liên tỉnh TP Cao Bằng,400
1135.1814.A,Cao Bằng,Ninh Bình,Liên tỉnh TP Cao Bằng,Phía Bắc TP Tam Điệp,BX Phía Bắc TP Tam Điệp - QL1 - Pháp Vân - Vành đai 3 trên cao (Đoạn Pháp Vân - Cầu Thanh Trì) - Cầu Thanh Trì - QL1- QL3 - BX Liên tỉnh TP Cao Bằng,400
1135.1815.A,Cao Bằng,Ninh Bình,Liên tỉnh TP Cao Bằng,Khánh Thành,BX Khánh Thành - QL10 - QL1 - Pháp Vân - Vành đai 3 trên cao (Đoạn Pháp Vân - Cầu Thanh Trì) - Cầu Thanh Trì - QL1 - QL3 - BX Liên tỉnh TP Cao Bằng,420
1135.1816.A,Cao Bằng,Ninh Bình,Liên tỉnh TP Cao Bằng,Kim Đông,BX Kim Đông - QL12B kéo dài - QL10 - QL1 - Vành đai 3 trên cao (Đoạn Pháp Vân - Cầu Thanh Trì) - Cầu Thanh Trì - QL1 - QL3 - BX Liên tỉnh TP Cao Bằng,440
1135.1816.B,Cao Bằng,Ninh Bình,Liên tỉnh TP Cao Bằng,Kim Đông,BX Kim Đông - QL12B kéo dài - QL10 - QL1 - Vành đai 3 trên cao (Đoạn Pháp Vân - Cầu Thanh Trì) - Cầu Thanh Trì - QL1 - Lạng Sơn - QL4A - BX Liên tỉnh TP Cao Bằng,400
1135.1817.A,Cao Bằng,Ninh Bình,Liên tỉnh TP Cao Bằng,Thị trấn Bình Minh,BX Thị trấn Bình Minh - QL12B kéo dài - QL10 - QL1 - Pháp Vân - Vành đai 3 trên cao (Đoạn Pháp Vân - Cầu Thanh Trì) - Cầu Thanh Trì - ĐT131 - QL3 - BX Liên tỉnh TP Cao Bằng,440
1135.1818.A,Cao Bằng,Ninh Bình,Liên tỉnh TP Cao Bằng,Lai Thành,BX Lai Thành - QL1 - Pháp Vân - Vành đai 3 trên cao (Đoạn Pháp Vân - Cầu Thanh Trì) - Cầu Thanh Trì - QL1 - QL3 - BX Liên tỉnh TP Cao Bằng,420
1135.1819.A,Cao Bằng,Ninh Bình,Liên tỉnh TP Cao Bằng,Nam Thành,BX Nam Thành - QL1 - Đường Cao tốc - Pháp Vân - Cầu Giẽ - Vành đai 3 trên cao (Đoạn Pháp Vân - Cầu Thanh Trì) - Cầu Thanh Trì - QL1B - QL4A - Đường 310 (QL34B) - Ngã tư Sông Bằng - Ngã tư Ngọc Xuân - QL3 - BX Liên tỉnh TP Cao Bằng,381
1135.1820.A,Cao Bằng,Ninh Bình,Liên tỉnh TP Cao Bằng,Phía Đông TP Ninh Bình,BX Phía Đông TP Ninh Bình - QL1A - Pháp Vân - Vành đai 3 trên cao (Đoạn Pháp Vân - Cầu Thanh Trì) - Cầu Thanh Trì - Đường Nguyễn Văn Linh - Đường Lý Sơn - Cầu Đông Trù - Đường Trường Sa - QL3 - BX Liên tỉnh TP Cao Bằng,370
1135.1821.A,Cao Bằng,Ninh Bình,Liên tỉnh TP Cao Bằng,Thị trấn Yên Ninh,BX Thị trấn Yên Ninh - QL10 - QL1 - Vành đai 3 trên cao (Đoạn Pháp Vân - Cầu Thanh Trì) - Cầu Thanh Trì - Đường dẫn Cầu Thanh Trì - QL1B - QL4A - QL34B hướng đi Lạng Sơn - Đường 310 (QL34B) - Ngã tư Sông Bằng - Ngã tư Ngọc Xuân - QL3 - BX Liên tỉnh TP Cao Bằng,380
1136.1805.A,Cao Bằng,Thanh Hóa,Liên tỉnh TP Cao Bằng,Phía Bắc TP Thanh Hóa,BX Liên tỉnh TP Cao Bằng - QL3 - Cầu Thanh Trì - Vành đai 3 trên cao (Đoạn Cầu Thanh Trì - Pháp Vân) - Pháp Vân - QL1 - BX Phía Bắc Thanh Hóa,350
1136.1805.B,Cao Bằng,Thanh Hóa,Liên tỉnh TP Cao Bằng,Phía Bắc TP Thanh Hóa,BX Phía Bắc Thanh Hóa - TP Thanh Hóa - QL47 - Đường Hồ Chí Minh - Đường Hồ Chí Minh - Xuân Mai - QL21 - Cầu Vĩnh Thịnh - QL2C - QL2 - QL3 - BX Liên tỉnh TP Cao Bằng,350
1137.1825.A,Cao Bằng,Nghệ An,Liên tỉnh TP Cao Bằng,Phía Bắc TP Vinh,BX Liên tỉnh TP Cao Bằng - QL3 - Cầu Thanh Trì - QL1A - Ngã 3 Quán Hành - Đ Thăng Long - BX Phía Bắc TP Vinh,366
1137.1826.A,Cao Bằng,Nghệ An,Liên tỉnh TP Cao Bằng,Miền Trung,BX Liên tỉnh TP Cao Bằng - QL3 - Đường Trường Sa - cầu Đông Trù - cầu vượt Đường 5 - QL5 - cầu Thanh Trì - Vành đai 3 trên cao (Đoạn Cầu Thanh Trì - Pháp Vân) - QL1A - BX Miền Trung,366
1137.1828.A,Cao Bằng,Nghệ An,Liên tỉnh TP Cao Bằng,Phía Đông TP Vinh,BX Liên tỉnh TP Cao Bằng - QL3 - QL1A - Cầu Thanh Trì - Vành đai 3 trên cao (Đoạn Cầu Thanh Trì - Pháp Vân) - Pháp Vân Cầu Giẽ - QL1A - QL46 - QL10 - BX Phía Đông TP Vinh,600
