id,departure,destination,startStation,endStation,journey,distance
6566.1615.A,Cần Thơ,Đồng Tháp,Trung tâm TP Cần Thơ,Tân Hồng,BX Trung tâm TP Cần Thơ - QL1A - QL30 - BX Tân Hồng,178
6566.1615.B,Cần Thơ,Đồng Tháp,Trung tâm TP Cần Thơ,Tân Hồng,BX Tân Hồng - ĐT843 - ĐT842 - ĐT843 - QL30 - QL1A - BX Trung tâm TP Cần Thơ,180
6566.1617.A,Cần Thơ,Đồng Tháp,Trung tâm TP Cần Thơ,Tam Nông,BX Tam Nông - QL30 - QL1A - QL1A - BX Trung tâm TP Cần Thơ,135
6566.1618.A,Cần Thơ,Đồng Tháp,Trung tâm TP Cần Thơ,Trường Xuân,BX Trường Xuân - ĐT845 - ĐT846 - ĐT847 - QL30 - QL1 - BX Trung tâm TP Cần Thơ,140
6566.1619.A,Cần Thơ,Đồng Tháp,Trung tâm TP Cần Thơ,Huyện Hồng Ngự,BX Trung tâm TP Cần Thơ - QL1A - QL30 - ĐT841 - BX Huyện Hồng Ngự,183
6566.1619.B,Cần Thơ,Đồng Tháp,Trung tâm TP Cần Thơ,Huyện Hồng Ngự,BX Trung tâm TP Cần Thơ - QL1A - QL80 - QL30 - ĐT841 - BX Huyện Hồng Ngự,166
6566.1621.A,Cần Thơ,Đồng Tháp,Trung tâm TP Cần Thơ,Tân Phước,BX Trung tâm TP Cần Thơ - QL1A - QL30 - ĐT842 - ĐT843 - BX Tân Phước,179
6567.1218.A,Cần Thơ,An Giang,Ô Môn,Tịnh Biên,BX Ô Môn - QL91 - BX Tịnh Biên,120
6567.1611.A,Cần Thơ,An Giang,Trung tâm TP Cần Thơ,Long Xuyên,BX Trung tâm TP Cần Thơ - QL91B - QL91 - ĐT943 - BX Long Xuyên,62
6567.1612.A,Cần Thơ,An Giang,Trung tâm TP Cần Thơ,Châu Đốc,BX Trung tâm TP Cần Thơ - QL91B - QL91 - BX Châu Đốc,116
6567.1614.A,Cần Thơ,An Giang,Trung tâm TP Cần Thơ,Châu Thành,BX Châu Thành - QL91 - QL91B - BX Trung tâm TP Cần Thơ,75
6567.1615.A,Cần Thơ,An Giang,Trung tâm TP Cần Thơ,Chợ Mới,BX Trung tâm TP Cần Thơ - QL91B - QL1A - Cái Tàu Thượng - Mỹ Luôn - BX Chợ Mới,115
6567.1616.A,Cần Thơ,An Giang,Trung tâm TP Cần Thơ,Tân Châu,BX Trung tâm TP Cần Thơ - Nguyễn Văn Linh - QL91B - QL91 - ĐT953 - BX Tân Châu,136
6567.1616.B,Cần Thơ,An Giang,Trung tâm TP Cần Thơ,Tân Châu,BX Tân Châu - ĐT954 - Phà Năng Gù - Long Xuyên - QL91 - QL91B - BX Trung tâm TP Cần Thơ,140
6567.1618.A,Cần Thơ,An Giang,Trung tâm TP Cần Thơ,Tịnh Biên,BX Trung tâm TP Cần Thơ - Nguyễn Văn Linh - QL91B - QL91 - BX Tịnh Biên,142
6567.1618.B,Cần Thơ,An Giang,Trung tâm TP Cần Thơ,Tịnh Biên,BX Trung tâm TP Cần Thơ - QL91B - QL91 - BX Tịnh Biên,142
6567.1619.A,Cần Thơ,An Giang,Trung tâm TP Cần Thơ,Tri Tôn,BX Trung tâm TP Cần Thơ - Nguyễn Văn Linh - QL91 - Lộ Tẻ Tri Tôn - QL941 - BX Tri Tôn,114
6567.1623.A,Cần Thơ,An Giang,Trung tâm TP Cần Thơ,Chi Lăng,BX Trung tâm TP Cần Thơ - Nguyễn Văn Linh - QL91 - TL941 - BX Chi Lăng,142
6567.1627.A,Cần Thơ,An Giang,Trung tâm TP Cần Thơ,Óc Eo,BX Trung tâm TP Cần Thơ - Nguyễn Văn Linh - QL91 - Long Xuyên - TL943 - BX Óc Eo,100
6567.1628.A,Cần Thơ,An Giang,Trung tâm TP Cần Thơ,Khánh Bình,BX Khánh Bình - Cầu Cồn Tiên - QL91 - Lộ Tẻ Rạch Giá - QL91B - Nguyễn Văn Linh - QL1 - BX Trung tâm TP Cần Thơ,149
6568.1611.A,Cần Thơ,Kiên Giang,Trung tâm TP Cần Thơ,Kiên Giang,BX Trung tâm TP Cần Thơ - QL91 - QL80 - BX Kiên Giang,110
6568.1613.A,Cần Thơ,Kiên Giang,Trung tâm TP Cần Thơ,Hà Tiên,BX Trung tâm TP Cần Thơ - Nguyễn Văn Linh - QL91 - QL80 - BX Hà Tiên,205
6568.1613.B,Cần Thơ,Kiên Giang,Trung tâm TP Cần Thơ,Hà Tiên,BX Hà Tiên - QL80 - ĐT941 - QL91 - QL91B - BX Trung tâm TP Cần Thơ,190
6568.1614.A,Cần Thơ,Kiên Giang,Trung tâm TP Cần Thơ,Kiên Lương,BX Trung tâm TP Cần Thơ - QL91 - Ô Môn - Lộ Tẻ - Thốt Nốt - QL80 - TP Rạch Giá - BX Kiên Lương,179
6568.1615.A,Cần Thơ,Kiên Giang,Trung tâm TP Cần Thơ,Gò Quao,BX Gò Quao - QL61 - QL1A - BX Trung tâm TP Cần Thơ,85
6568.1618.A,Cần Thơ,Kiên Giang,Trung tâm TP Cần Thơ,Vĩnh Thuận,BX Vĩnh Thuận - QL63 - ĐT963 - ĐT931 - QL1 -Võ Nguyên Giáp - Nguyễn Văn Linh - BX Trung tâm TP Cần Thơ,190
6568.1619.A,Cần Thơ,Kiên Giang,Trung tâm TP Cần Thơ,An Minh,BX An Minh - QL63 - QL61 - ĐT963 - ĐT931 - QL1 - Võ Nguyên Giáp - Nguyễn Văn Linh - BX Trung tâm TP Cần Thơ,170
6568.1620.A,Cần Thơ,Kiên Giang,Trung tâm TP Cần Thơ,Giồng Riềng,BX Giồng Riềng - ĐT963 - Ngọc Chúc - Công Binh - HL Kinh Rinh - Thới Lai - Ô Môn - QL91 - BX Trung tâm TP Cần Thơ,160
6568.1622.A,Cần Thơ,Kiên Giang,Trung tâm TP Cần Thơ,Giang Thành,BX Giang Thành - QLN1 - QL91 - QL91B - BX Trung tâm TP Cần Thơ,176
6569.1211.A,Cần Thơ,Cà Mau,Ô Môn,Cà Mau,BX Ô Môn - QL91 - QL1A - BX Cà Mau,200
6569.1605.A,Cần Thơ,Cà Mau,Trung tâm TP Cần Thơ,Sông Đốc,BX Sông Đốc - Đường Sông Đốc Tắc Thủ - Đường Ngô Quyền - Đường Nguyễn Trãi - Đường Phan Ngọc Hiển - Đường Lý thường Kiệt - QL1A - Võ Nguyên Giáp - Nguyễn Văn Linh - BX Trung tâm TP Cần Thơ,240
6569.1605.B,Cần Thơ,Cà Mau,Trung tâm TP Cần Thơ,Sông Đốc,BX Sông Đốc - Sông Đốc Tắc Thủ - Ngô Quyền - Nguyễn Trãi - Phan Ngọc Hiển - Trần Hưng Đạo - Quản lộ Phụng Hiệp - QL61B - QL61C - QL1A - BX Trung tâm TP Cần Thơ,184
6569.1611.A,Cần Thơ,Cà Mau,Trung tâm TP Cần Thơ,Cà Mau,BX Cà Mau - QL1A - Võ Nguyên Giáp - Nguyễn Văn Linh - BX Trung tâm TP Cần Thơ,178
6569.1614.A,Cần Thơ,Cà Mau,Trung tâm TP Cần Thơ,Năm Căn,BX Năm Căn - QL1A - BX Trung tâm TP Cần Thơ,227
6569.1616.A,Cần Thơ,Cà Mau,Trung tâm TP Cần Thơ,Cái Đôi Vàm,BX Trung tâm TP Cần Thơ - QL1A - Lý Thường Kiệt - Hùng Vương - Nguyễn Tất Thành - QL1A - BX Cái Đôi Vàm,240
6569.1617.A,Cần Thơ,Cà Mau,Trung tâm TP Cần Thơ,Đồng Tâm,BX Đồng Tâm - Đường 3/2 - QL1A - BX Trung tâm TP Cần Thơ,180
6569.1617.B,Cần Thơ,Cà Mau,Trung tâm TP Cần Thơ,Đồng Tâm,BX Đồng Tâm - Đường Quản lộ Phụng Hiệp - QL1A - BX Trung tâm TP Cần Thơ,155
6569.1621.A,Cần Thơ,Cà Mau,Trung tâm TP Cần Thơ,Đầm Dơi,BX Đầm Dơi - ĐT988 - Đường Cà Mau - Hòa Thành - HuǶnh Thúc Kháng - QL1A - BX Trung tâm TP Cần Thơ,195
6569.1621.B,Cần Thơ,Cà Mau,Trung tâm TP Cần Thơ,Đầm Dơi,BX Đầm Dơi - ĐT988 - Đường Cà Mau - Hòa Thành - HuǶnh Thúc Kháng - Đường Lý Thường Kiệt - Đường 3/2 - Quản lộ Phụng Hiệp - QL61B - QL61 - QL1A - BX Trung tâm TP Cần Thơ,155
6570.1611.A,Cần Thơ,Tây Ninh,Trung tâm TP Cần Thơ,Tây Ninh,BX Tây Ninh - Trưng Nữ Vương - Đường 30/4 - Lạc Long Quân - Phạm Văn Đồng - Phạm Hùng - QL22B - Thị Trấn Trảng Bàng - QL22 - Củ Chi - TL8 - TL823 - TL824 - QL1A - Cao Tốc TP Hồ Chí Minh Trung Lương - BX Trung tâm TP Cần Thơ,271
6570.1611.B,Cần Thơ,Tây Ninh,Trung tâm TP Cần Thơ,Tây Ninh,BX Tây Ninh - Trưng Nữ Vương - Đường 30/4 - Lạc Long Quân - Phạm Văn Đồng - Phạm Hùng - QL22B - Thị trấn Trảng Bàng - QL22 - Củ Chi - TL8 - QLN2 - ĐT825 - ĐT824 - ĐT830 - QL1A - Cao Tốc TP Hồ Chí Minh Trung Lương - QL1A - BX Trung tâm TP Cần Thơ,270
6571.1611.A,Cần Thơ,Bến Tre,Trung tâm TP Cần Thơ,Bến Tre,BX Bến Tre - QL60 - QL1A - BX Trung tâm TP Cần Thơ,120
6571.1612.A,Cần Thơ,Bến Tre,Trung tâm TP Cần Thơ,Ba Tri,BX Ba Tri - ĐT885 - QL60 - QL1A - BX Trung tâm TP Cần Thơ,160
6571.1614.A,Cần Thơ,Bến Tre,Trung tâm TP Cần Thơ,Bình Đại,BX Bình Đại - TL883 - QL60 - QL1A - Trạm thu phí cầu Mỹ Thuận - Cầu Cần Thơ - Đại học Cần Thơ - BX Trung tâm TP Cần Thơ,155
6571.1615.A,Cần Thơ,Bến Tre,Trung tâm TP Cần Thơ,Mỏ Cày Nam,BX Trung tâm TP Cần Thơ - QL1A - BX Mỏ Cày Nam,95
6572.1212.A,Cần Thơ,Bà Rịa - Vǜng Tàu,Ô Môn,Vǜng Tàu,BX Vǜng Tàu - Đường 3/2 - QL51 - Xa lộ Đại Hàn - QL1A - Nguyễn Văn Linh - QL91B - BX Ô Môn,340
6572.1318.A,Cần Thơ,Bà Rịa - Vǜng Tàu,Phong Điền,Long Điền,BX Phong Điền - ĐT923 - ĐT926 - ĐT922 - Thị trấn Thới Lai - Bà Đầm - QL61B - QL1 - Cao tốc trung Lương - QL1 - QL51 - Trường Chinh - TL44 - BX Long Điền,330
6572.1412.A,Cần Thơ,Bà Rịa - Vǜng Tàu,Cờ Đỏ,Vǜng Tàu,BX Vǜng Tàu - Đường 3/2 - QL51 - QL1 - BX Cờ Đỏ,360
6572.1512.A,Cần Thơ,Bà Rịa - Vǜng Tàu,Thốt Nốt,Vǜng Tàu,BX Vǜng Tàu - Đường 3/2 - QL51 - QL1 - BX Thốt Nốt,320
6572.1612.A,Cần Thơ,Bà Rịa - Vǜng Tàu,Trung tâm TP Cần Thơ,Vǜng Tàu,BX Vǜng Tàu - Đường 3/2 - QL51 - QL1A - BX Trung tâm TP Cần Thơ,310
6572.1614.A,Cần Thơ,Bà Rịa - Vǜng Tàu,Trung tâm TP Cần Thơ,Châu Đức,BX Châu Đức - Đường Ngãi Giao - Mỹ Xuân - QL51 - QL1A - BX Trung tâm TP Cần Thơ,280
6572.1618.A,Cần Thơ,Bà Rịa - Vǜng Tàu,Trung tâm TP Cần Thơ,Long Điền,BX Trung tâm TP Cần Thơ - QL1A - QL61C - TL929 - TL919 (Đường Bốn Tổng Một Ngàn) - QL80 - QL1A - Cao tốc TP Hồ Chí Minh Trung Lương - QL1A - QL51 - QL55 - ĐT44A - BX Long Điền,290
6574.1611.A,Cần Thơ,Quảng Trị,Trung tâm TP Cần Thơ,Đông Hà,BX Trung tâm TP Cần Thơ - QL1A - TP Hồ Chí Minh - ĐT09 - Thủ Dầu Một - ĐT742 - Tân Uyên - ĐT741 - Đồng Xoài - QL14 - TX Gia Nghĩa - Đường 30/4 - TP Buôn Ma Thuột - QL14 - TX Buôn Hồ - QL14 - QL4E - QL14B - QL1A - BX Đông Hà,1178
6576.1611.A,Cần Thơ,Quảng Ngãi,Trung tâm TP Cần Thơ,Quảng Ngãi,BX Trung tâm TP Cần Thơ - QL1 - Cao Tốc TP Hồ Chí Minh Trung Lương - BX Quảng Ngãi,970
6576.1614.A,Cần Thơ,Quảng Ngãi,Trung tâm TP Cần Thơ,Chín Nghĩa,BX Trung tâm TP Cần Thơ - QL1A - BX Chín Nghĩa,1020
6577.1611.A,Cần Thơ,Bình Định,Trung tâm TP Cần Thơ,Quy Nhơn,BX Trung tâm TP Cần Thơ - QL1A - TP Hồ Chí Minh - QL1A - Đường 1D (QL1D) - Tây Sơn - Đặng Thái Mai - BX Quy Nhơn,791
6578.1613.A,Cần Thơ,Phú Yên,Trung tâm TP Cần Thơ,Nam Tuy Hòa,BX Trung tâm TP Cần Thơ - QL1A - TP Hồ Chí Minh - QL1A - Nguyễn Văn Linh - BX Nam Tuy Hòa,691
6579.1611.A,Cần Thơ,Khánh Hòa,Trung tâm TP Cần Thơ,Phía Nam Nha Trang,BX Phía Nam Nha Trang - QL1A - TPHồ Chí Minh - BX Trung tam TP Cần Thơ,630
6579.1614.A,Cần Thơ,Khánh Hòa,Trung tâm TP Cần Thơ,Ninh Hòa,BX Ninh Hoà - QL1 - TP. Hồ Chí Minh - QL1 - BX Trung tâm TP Cần Thơ,630
6581.1611.A,Cần Thơ,Gia Lai,Trung tâm TP Cần Thơ,Đức Long Gia Lai,BX Trung tâm TP Cần Thơ - QL1A - BX Đức Long Gia Lai,2013
6582.1615.A,Cần Thơ,Kon Tum,Trung tâm TP Cần Thơ,Kon Plông,BX Kon Plông - QL24 - Đường Hồ Chí Minh - TL741 - QL13 - QL1A - Cao tốc Trung Lương Mỹ Thuận - QL1A - BX Trung tâm TP Cần Thơ,800
6583.1601.A,Cần Thơ,Sóc Trăng,Trung tâm TP Cần Thơ,Sóc Trăng,BX Sóc Trăng - QL1A - Võ Nguyên Giáp - Nguyễn Văn Linh - BX Trung tâm TP Cần Thơ,62
6583.1602.A,Cần Thơ,Sóc Trăng,Trung tâm TP Cần Thơ,Trà Men,BX Trà Men - QL1A - Võ Nguyên Giáp - Nguyễn Văn Linh - BX Trung tâm TP Cần Thơ,62
6583.1604.A,Cần Thơ,Sóc Trăng,Trung tâm TP Cần Thơ,Trần Đề,BX Trần Đề - ĐT934 - QL1A - Võ Nguyên Giáp - Nguyễn Văn Linh - BX Trung tâm TP Cần Thơ,95
6583.1607.A,Cần Thơ,Sóc Trăng,Trung tâm TP Cần Thơ,Mỹ Tú,BX Mỹ Tú - ĐT939 - QL1A - BX Trung tâm TP Cần Thơ,63
6583.1608.A,Cần Thơ,Sóc Trăng,Trung tâm TP Cần Thơ,Ngã Năm,BX Ngã Năm - Quản lộ Phụng Hiệp - QL1A - BX Trung tâm TP Cần Thơ,78
6583.1611.A,Cần Thơ,Sóc Trăng,Trung tâm TP Cần Thơ,Kế Sách,BX Trung tâm TP Cần Thơ - QL Nam Sông Hậu - BX Kế Sách,50
6583.1615.A,Cần Thơ,Sóc Trăng,Trung tâm TP Cần Thơ,Vĩnh Châu,BX Vĩnh Châu - ĐT935 - ĐT934 - QL1A - BX Trung tâm TP Cần Thơ,98
6584.1611.A,Cần Thơ,Trà Vinh,Trung tâm TP Cần Thơ,Trà Vinh,BX Trung tâm TP Cần Thơ - QL1A - QL54 - TL907 - Hương lộ 2 - QL53 - BX Trà Vinh,85
6584.1612.A,Cần Thơ,Trà Vinh,Trung tâm TP Cần Thơ,Cầu Ngang,BX Cầu Ngang - QL53 - QL1A - BX Trung tâm TP Cần Thơ,130
6584.1613.A,Cần Thơ,Trà Vinh,Trung tâm TP Cần Thơ,Thị xã Duyên Hải,BX Trung tâm TP Cần Thơ - QL1A - QL53 - BX Thị xã Duyên Hải,157
6584.1615.A,Cần Thơ,Trà Vinh,Trung tâm TP Cần Thơ,Tiểu Cần,BX Tiểu Cần - QL60 - QL53 - QL1A - BX Trung tâm TP Cần Thơ,70
6584.1617.A,Cần Thơ,Trà Vinh,Trung tâm TP Cần Thơ,Trà Cú,BX Trung tâm TP Cần Thơ - QL1A - QL53 - QL60 - QL53 - BX Trà Cú,157
6585.1611.A,Cần Thơ,Ninh Thuận,Trung tâm TP Cần Thơ,Ninh Thuận,BX Trung tâm TP Cần Thơ - QL1A - TP Hồ Chí Minh - QL1A - Lê Duẩn - BX Ninh Thuận,491
6586.1613.A,Cần Thơ,Bình Thuận,Trung tâm TP Cần Thơ,Đức Linh,BX Trung tâm TP Cần Thơ - QL1A - Cao Tốc TP Hồ Chí Minh Trung Lương - Ngã 3 Ông Đồn - Đồng Nai - TL713 - BX Đức Linh,290
6586.1615.A,Cần Thơ,Bình Thuận,Trung tâm TP Cần Thơ,Bắc Ruộng,BX Bắc Ruộng - ĐT717 - ĐT766 - Ngã ba Ông Đồn - QL1A - Cao Tốc TP Hồ Chí Minh Trung Lương - QL1A - BX Trung tâm TP Cần Thơ,330
6586.1616.A,Cần Thơ,Bình Thuận,Trung tâm TP cần Thơ,La Gi,BX La Gi - Đường Thống Nhất - QL55 - QL51- QL1A - BX Trung tâm TP Cần Thơ,340
6590.1612.A,Cần Thơ,Hà Nam,Trung tâm TP Cần Thơ,Vĩnh Trụ,BX Vĩnh Trụ - ĐT491 - Phủ Lý - QL1 - Võ Nguyên Giáp - Nguyễn Văn Linh - BX Trung tâm TP Cần Thơ,1950
6593.1416.A,Cần Thơ,Bình Phước,Cờ Đỏ,Bình Long,BX Bình Long - QL13 - QL1A - Cao Tốc TP Hồ Chí Minh Trung Lương - QL1A - QL61B - Bốn Tổng Một Ngàn - TL919 - TL922 - BX Cờ Đỏ,306
6593.1512.A,Cần Thơ,Bình Phước,Thốt Nốt,Phước Long,BX Thốt Nốt - QL91 - QL91B - Nguyễn Văn Linh - Võ Nguyên Giáp - QL1A - BX Phước Long,150
6593.1611.A,Cần Thơ,Bình Phước,Trung tâm TP Cần Thơ,Trường Hải,BX Trung tâm TP Cần Thơ - QL1A - Cao Tốc TP Hồ Chí Minh Trung Lương - QL1A - QL13 - ĐT741 - BX Trường Hải,273
6593.1613.A,Cần Thơ,Bình Phước,Trung tâm TP Cần Thơ,Lộc Ninh,BX Trung tâm TP Cần Thơ - QL1A - Cao Tốc TP Hồ Chí Minh Trung Lương - QL1A - QL13 - BX Lộc Ninh,290
6594.1611.A,Cần Thơ,Bạc Liêu,Trung tâm TP Cần Thơ,Bạc Liêu,BX Bạc Liêu - QL1A - BX Trung tâm TP Cần Thơ,110
6594.1612.A,Cần Thơ,Bạc Liêu,Trung tâm TP Cần Thơ,Hộ Phòng,BX Trung tâm TP Cần Thơ - QL1A - BX Hộ Phòng,145
6594.1613.A,Cần Thơ,Bạc Liêu,Trung tâm TP Cần Thơ,Gành Hào,BX Trung tâm TP Cần Thơ - QL1A - Bạc Liêu - Giá Gai - BX Gành Hào,165
6594.1614.A,Cần Thơ,Bạc Liêu,Trung tâm TP Cần Thơ,Phước Long,BX Phước Long - QL1 - BX Trung tâm TP Cần Thơ,110
6594.1616.A,Cần Thơ,Bạc Liêu,Trung tâm TP Cần Thơ,Ngan Dừa,BX Ngan Dừa - Long Mỹ - QL1A - BX Trung tâm TP Cần Thơ,89
6595.1611.A,Cần Thơ,Hậu Giang,Trung tâm TP Cần Thơ,Vị Thanh,BX Vị Thanh - QL61 - QL1A - BX Trung tâm TP Cần Thơ,62
6595.1612.A,Cần Thơ,Hậu Giang,Trung tâm TP Cần Thơ,Ngã Bảy,BX Ngã Bảy - QL1A - BX Trung tâm TP Cần Thơ,32
6595.1613.A,Cần Thơ,Hậu Giang,Trung tâm TP Cần Thơ,Long Mỹ,BX Long Mỹ - QL61B - QL61 - QL1A - BX Trung tâm TP Cần Thơ,60
6598.1621.A,Cần Thơ,Bắc Giang,Trung tâm TP Cần Thơ,Cầu Gồ,BX Cầu Gồ - ĐT292 (TT Bố Hạ - TT Kép) - QL1A - Cầu Thanh Trì - Cầu Vượt vành đai 3 - Đường Nguyễn Xiển - Khuất Duy Tiến - Đại lộ Thăng Long - Hòa Lạc - Xuân Mai - Thái Hòa - Đường Hồ Chí Minh - Thịnh Mỹ - Yên Lý - QL48 - BX Trung tâm TP Cần Thơ,1960
6598.1621.B,Cần Thơ,Bắc Giang,Trung tâm TP Cần Thơ,Cầu Gồ,BX Cầu Gồ - ĐT292 (TT Bố Hạ - TT Kép) - QL1A - Cầu Thanh Trì - Cao tốc (Pháp Vân - Cầu Rẽ) - QL1A - QL48 - BX Trung tâm TP Cần Thơ,1960
6667.1212.A,Đồng Tháp,An Giang,Sa Đéc,Châu Đốc,BX Sa Đéc - QL80 - Cầu Vàm Cống - QL91 - BX Châu Đốc,103
6667.1218.A,Đồng Tháp,An Giang,Sa Đéc,Tịnh Biên,BX Sa Đéc - QL80 - QL91 - ĐT941 - BX Tịnh Biên,125
6667.1412.A,Đồng Tháp,An Giang,Tháp Mười,Châu Đốc,BX Tháp Mười - Đường Hùng Vương - N2 - ĐT845 - ĐT844 - QL30 - ĐT841 - Bến phà (Hồng Ngự - Tân Châu),116
6667.1719.A,Đồng Tháp,An Giang,Tam Nông,Tri Tôn,BX Tam Nông - ĐT844 - QL30 - ĐT841 - Phà Tân Châu - ĐT853 - ĐT948 - BX Tri Tôn,180
6667.2111.A,Đồng Tháp,An Giang,Tân Phước,Long Xuyên,BX Long Xuyên - QL30 - BX Tân Phước,120
6667.2118.A,Đồng Tháp,An Giang,Tân Phước,Tịnh Biên,BX Tân Phước - ĐT842 - QL30 - ĐT841 - ĐT953 - QL91 - BX Tịnh Biên,117
6668.1111.A,Đồng Tháp,Kiên Giang,Cao Lãnh,Kiên Giang,BX Kiên Giang - QL61 - QL80 - QL91 - ĐT848 - BX Cao Lãnh,115
6668.1112.A,Đồng Tháp,Kiên Giang,Cao Lãnh,Rạch Giá,BX TP Cao Lãnh - ĐT848 - QL80 - QL91 - BX TP Rạch Giá,98
6668.1113.A,Đồng Tháp,Kiên Giang,Cao Lãnh,Hà Tiên,BX Hà Tiên - QL80 - N2 - TL941 - QL91 - TL944 - ĐT848 - BX Cao Lãnh,167
6668.1211.A,Đồng Tháp,Kiên Giang,Sa Đéc,Kiên Giang,BX Kiên Giang - QL61 - QL80 - BX Sa Đéc,110
6668.1213.A,Đồng Tháp,Kiên Giang,Sa Đéc,Hà Tiên,BX Sa Đéc - QL80 - TL948 - BX Hà Tiên,190
6668.1311.A,Đồng Tháp,Kiên Giang,TP Hồng Ngự,Kiên Giang,BX TP Hồng Ngự - QL30 - Phà Cao Lãnh - QL80 - ĐT849 - Phà Vàm Cống - QL80 - Ngã Ba Lộ Tẻ - QL80 - BX Kiên Giang,190
6668.1313.A,Đồng Tháp,Kiên Giang,TP Hồng Ngự,Hà Tiên,BX Hà Tiên - QL80 - QLN1 - ĐT592 - Phà Châu Giang - ĐT591 - Phà Thường Thới Tiền - ĐT841 - BX TP Hồng Ngự,130
6668.1511.A,Đồng Tháp,Kiên Giang,Tân Hồng,Kiên Giang,BX Tân Hồng - QL30 - TL848 - TL942 - TL944 - QL91 - QL80 - BX Kiên Giang,200
6668.1513.A,Đồng Tháp,Kiên Giang,Tân Hồng,Hà Tiên,BX Tân Hồng - QL30 - ĐT841 - Phà Thường Thới Tiền - TL591 - Phà Châu Giang - TL592 - N1 - QL80 - BX Hà Tiên,143
6668.1513.B,Đồng Tháp,Kiên Giang,Tân Hồng,Hà Tiên,BX Hà Tiên - QL80 - QL1 - QLN2B - QL30 - BX Tân Hồng,260
6668.1519.A,Đồng Tháp,Kiên Giang,Tân Hồng,An Minh,BX An Minh - ĐT967 - QL63 - QL61 - QL80 - QLN2B - QL30 - BX Tân Hồng,230
6668.1813.A,Đồng Tháp,Kiên Giang,Trường Xuân,Hà Tiên,BX Trường Xuân - ĐT844 - An Long - QL30 - Thị xã Hồng Ngự - ĐT841 - Bến phà (Hồng Ngự - Tân Châu) - ĐT953 - Bến phà Châu Giang - QL91 - Cửa khẩu Tịnh Biên - QLN1 - QL80 - BX Hà Tiên,195
6668.2113.A,Đồng Tháp,Kiên Giang,Tân Phước,Hà Tiên,BX Tân Phước - ĐT842 - QL30 - ĐT841 - ĐT953 - QL91 - QLN1 - ĐT955A - QL80 - BX Hà Tiên,165
6668.2113.B,Đồng Tháp,Kiên Giang,Tân Phước,Hà Tiên,BX Tân Phước - ĐT842 - ĐT843 - QL30 - ĐT841 - QL91 - ĐT948 - QL80 - BX Hà Tiên,190
6669.1111.A,Đồng Tháp,Cà Mau,Cao Lãnh,Cà Mau,BX Cà Mau - QL1 - QL80 - QL30 - BX Cao Lãnh,265
6669.1211.A,Đồng Tháp,Cà Mau,Sa Đéc,Cà Mau,BX Cà Mau - QL1 - QL80 - BX Sa Đéc,229
6669.1311.A,Đồng Tháp,Cà Mau,TP Hồng Ngự,Cà Mau,BX TP Hồng Ngự - QL30 - QL1 - BX Cà Mau,330
6669.1314.A,Đồng Tháp,Cà Mau,TP Hồng Ngự,Năm Căn,BX TP Hồng Ngự - QL30 - QL1 - BX Năm Căn,380
6669.1511.A,Đồng Tháp,Cà Mau,Tân Hồng,Cà Mau,BX Tân Hồng - QL30 - QL1- BX Cà Mau,330
6669.1511.B,Đồng Tháp,Cà Mau,Tân Hồng,Cà Mau,BX Tân Hồng - ĐT843 - ĐT842 - ĐT844 - ĐT845 - ĐT846 - ĐT865 - ĐT869 - QL1A - BX Cà Mau,345
6669.1911.A,Đồng Tháp,Cà Mau,Huyện Hồng Ngự,Cà Mau,BX Cà Mau - Ngã ba An Hữu - QL30 - Cao Lãnh - BX Huyện Hồng Ngự,331
6669.1914.A,Đồng Tháp,Cà Mau,Huyện Hồng Ngự,Năm Căn,BX Huyện Hồng Ngự - ĐT841 - QL30 - QL1A - BX Năm Căn,390
6670.1111.A,Đồng Tháp,Tây Ninh,Cao Lãnh,Tây Ninh,BX Tây Ninh - Trưng Nữ Vương - Đường 30/4 - QL22B - TT Trảng Bàng - QL22 - Hóc Môn - Nguyễn Văn Bứa - ĐT824 - ĐT830 - Bến Lức - QL1A - QL30 - BX Cao Lãnh,270
6670.1211.A,Đồng Tháp,Tây Ninh,Sa Đéc,Tây Ninh,BX Tây Ninh - Trưng Nữ Vương - Đường 30/4 - QL22B - QL22A - Ngã tư Củ Chi - TL8 - TL823 - TL9 - Đức Hòa Thượng - TL824 - Ngã tư Bến Lức - QL1A - Cao tốc Trung Lương - QL1A - Ngã ba An Thới Trung - QL80 - BX Sa Đéc,250
6670.1311.A,Đồng Tháp,Tây Ninh,TP Hồng Ngự,Tây Ninh,BX Tây Ninh - Trưng Nữ Vương - Đường 30/4 - QL22A - QL22B - QL1A - Ngã ba Trung Lương - Cái Bè - Ngã ba An Thới Trung - TP Cao Lãnh - BX TP Hồng Ngự,326
6670.1311.B,Đồng Tháp,Tây Ninh,TP Hồng Ngự,Tây Ninh,BX Tây Ninh - Trưng Nữ Vương - Đường 30/4 - QL22A - QL22B - QL1A - Cao Tốc TP Hồ Chí Minh Trung Lương - QL1A - Ngã ba Trung Lương - Cái Bè - Ngã ba An Thới Trung - TP Cao Lãnh - BX TP Hồng Ngự,326
6670.1311.C,Đồng Tháp,Tây Ninh,TP Hồng Ngự,Tây Ninh,BX Tây Ninh - Đường 30/4 - QL1 - Cao Tốc TP Hồ Chí Minh Trung Lương - QL62 - Đường N2 - ĐT845 - ĐT844 - ĐT843 - ĐT842 - BX TP Hồng Ngự,290
